shop_name,product_name,shelf_price,per_unit_price,image_url
IKI,"Žaliosios cukinijos BON VIA, 1 vnt.",0.89 €,0.89 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_2518_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_kN4SGKNGvFyJOvVDSDjm.webp?alt=media&token=f4fd5273-e59e-4800-aad4-56cf6fd5b887
IKI,"Svogūnų laiškai, 100 g",1.19 €,11.90 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_2674_W5RvAbpnRicygag1V4nopPhtD8z2_mfVpkAqMTT4gN65oTmLh.webp?alt=media&token=02a6cc02-9690-476d-8b4f-cc92870e5adf
IKI,"Brokoliai BON VIA, 1 vnt.",1.49 €,1.49 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_20924_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_lJ4KkhMEoGw6SpsAdJ9t.webp?alt=media&token=033749a5-d680-41ea-8e81-79252883166f
IKI,"Avokadai, 1 vnt.",0.44 €,0.44 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_1RA2MejrFpM61j0dpP43_cTAkEjfDTeMFXf0e6W4JKKhwXXA3_cIQ08jOtIths09SLOkmW_thumb.jpg?generation=1665477260007150&alt=media
IKI,"Gazuotas natūralus mineralinis vanduo VYTAUTAS, 1,5 l",0.53 €,0.35 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231140_uF3DptJQvjXHqmno4Mal_67y3iUQuWjjIXl7wb12G.webp?alt=media&token=e16d06c8-714a-4577-a512-ceb962213b4b
IKI,Kekiniai pomidorai,2.49 €,2.49 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_IaN9NLqAtwfNIs6TkJuN.jpg?generation=1631695921921794&alt=media
IKI,"ŠVIEŽIŲ KRAPŲ RYŠULĖLIS, 50 g",0.79 €,15.80 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_80055_W5RvAbpnRicygag1V4nopPhtD8z2_SORvbLP9zNBqwuEcxePH.webp?alt=media&token=bdf401d4-3b12-4711-b6d6-f3d671d966eb
IKI,"Natūralus DVARO pienas, 3,5% rieb., 2 l",2.49 €,1.25 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_4uS7G60EL42YZKTAdWHY.jpg?generation=1631695718626305&alt=media
IKI,"Negazuotas natūralus mineralinis vanduo NEPTŪNAS, 1,5 l",0.53 €,0.35 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231352_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_pO2rAYhTEZACFBAwQTME.webp?alt=media&token=a424a93d-4116-4d7d-b9f1-6d79f25fab0a
IKI,"Pievagrybiai, 250 g",0.99 €,3.96 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_MLH4mst5NjemUKJwdyl8.jpg?generation=1594714644850405&alt=media
IKI,"Sūdyta pjaustyta atlantinių lašišų filė ZIGMAS, 100 g",2.79 €,27.90 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_tRNtCgqYx05wjKAuYMB6.jpg?generation=1631696000563245&alt=media
IKI,ŠVIEŽI KOPŪSTAI,0.99 €,0.99 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_2610_W5RvAbpnRicygag1V4nopPhtD8z2_pT7UIynRE0ZEkp4ztDaj.webp?alt=media&token=525b427f-1cda-4777-8a08-7c156d5bc3a2
IKI,"Negazuotas natūralus mineralinis vanduo AKVILĖ, 2 l",0.59 €,0.29 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_SPUNTEuChwqS5Y575bPz.jpg?generation=1631695824718858&alt=media
IKI,Kiviai,2.79 €,2.79 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_lSaktMLe3AWkowOwSeYa.jpg?generation=1582204910753443&alt=media
IKI,SUMUŠTINIŲ batonas 350g,0.89 €,2.54 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_29759_W5RvAbpnRicygag1V4nopPhtD8z2_THEoMQWXcxvawdJ26ugR.webp?alt=media&token=950b0a4d-11e4-4ee3-b635-99247e3040e4
IKI,Didieji apelsinai,1.39 €,1.39 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_v9lEM7yVXgupl6Ryi4he.jpg?generation=1631695779141586&alt=media
IKI,"Gazuotas natūralus mineralinis vanduo NEPTŪNAS UNIQUE, 1,5 l",0.53 €,0.35 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231353_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_obLl4AzpydBDrTAnTXVi.webp?alt=media&token=02a260a3-edb2-4b15-80de-88f45ece35c5
IKI,"Juoda ruginė raikyta MOČIUTĖS duona, 450 g",1.59 €,3.53 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_o38CNv2yuDTYWkTukk9s_xGdb10o0VzY1SFD6eDjbpqgxmW02_gytfFfkHOCMhe3QenNbt_thumb.jpg?generation=1660117945504893&alt=media
IKI,"Negazuotas natūralus mineralinis vanduo AKVILĖ, 1,5 l",0.45 €,0.30 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_agninwBEFcdD4Fl9UQmk.jpg?generation=1631695824769763&alt=media
IKI,Apelsinai mažieji,1.39 €,1.39 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_aeNR2W0FCvKqwJ6WA9ei_xGdb10o0VzY1SFD6eDjbpqgxmW02_yDHURbkEPUpHUsiFPs01_thumb.jpg?generation=1655458174337305&alt=media
IKI,"Glaistytas sūrelis su vanile MAGIJA, 24% rieb., 45 g",0.33 €,7.33 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_10015_W5RvAbpnRicygag1V4nopPhtD8z2_nPPsSl5dXjttnq0gTxcg.webp?alt=media&token=69f47b22-1e2d-4e57-a030-355814c8d8e9
IKI,"Avokadai HASS, 500 g",1.24 €,2.48 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_YmK0aF7YBef9009hyj4l.jpg?generation=1582202027645425&alt=media
IKI,"Tualetinis popierius ZEWA DELUXE WHITE (3 sluoksnių), 8 vnt.",3.49 €,0.44 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_xdJ0ck6p1bP2DlWJrDXK_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_mFc9BhCPRvoQescZIesq_thumb.jpg?generation=1689833819965482&alt=media
IKI,"Šaltai rūkytas česnakinis saliamis antra rūšis saliamis BIOVELA, 110 g",1.60 €,14.55 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_bWHCNkOZ8f9BMLb4mQmB.jpg?generation=1631696098210496&alt=media
IKI,SALDŽIOSIOS BULVĖS,1.49 €,1.49 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_wWa5Lz4xOybmeKV885lp.jpg?generation=1639123248856347&alt=media
IKI,"Gazuotas natūralus mineralinis vanduo BIRUTĖ, 1,5 l",0.47 €,0.31 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231416_uF3DptJQvjXHqmno4Mal_vubTSK1REeknB1NlxNbd.webp?alt=media&token=51c77fba-65ef-4cf3-b915-c279d3e3abe0
IKI,"Bulvių traškučiai su grietine ir svogūnais OHO!, 60 g",0.67 €,11.17 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_4630_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_ndpNbTdjyi2OamkrxQRw.webp?alt=media&token=9dd53719-e834-4e22-aa72-14b9696eef25
IKI,"Karštai rūkyta kiaulienos filė su kmynais pirma rūšis BIOVELA, 90 g",1.60 €,17.78 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_n6IwBlpUGAUvx6nWJbFb.jpg?generation=1631696099976449&alt=media
IKI,Fasuotos bulvės VINETA IKI ŪKIS,0.79 €,0.79 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_X6mKMXJenOJ4jLS319Ek.jpg?generation=1631696001257290&alt=media
IKI,"Sausainiai GAIDELIS, 165 g",0.45 €,2.81 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_gpBw2mvbEaFmXIubSehH.jpg?generation=1643133630890445&alt=media
IKI,"Šilauogės, 125 g",0.99 €,7.92 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_M87v3K7rAKd3uXycQ3Ab.jpg?generation=1639147504357213&alt=media
IKI,Fasuoti obuoliai IKI ŪKIS,1.59 €,1.59 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_A8ICR7VE6eegTvrZkk4N.jpg?generation=1631122130652462&alt=media
IKI,"Prancūziškas batonas su česnakinio sviesto įdaru MANTINGA, 160 g",0.59 €,3.69 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_11731_W5RvAbpnRicygag1V4nopPhtD8z2_5gWjhdR9fRz8yuXcAXFi.webp?alt=media&token=c5ea9142-7f8d-4bec-aacd-887f6b8f374d
IKI,"Konservuoti, susmulkinti pomidorai FIORINO, 425 ml",0.83 €,1.95 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_IxV4tn0xSLKK4WxhCMlE.jpg?generation=1639147452990678&alt=media
IKI,Obuoliai JONAGOLD saldžiarūgščiai,1.39 €,1.39 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_hAEZb6SLcvKz2HOlZZKK.jpg?generation=1582203930571317&alt=media
IKI,"Atlantinės lašišos filė silpnai sūdyta, pjaustyta IKI, 100 g",2.65 €,26.50 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_nCbDIDQH9VPFrZfmeE8X.jpg?generation=1642615216978164&alt=media
IKI,Kopūstai CLEVER,0.49 €,0.49 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_NNExNUbph4P4eOz3cXGN.jpg?generation=1582199385039447&alt=media
IKI,"Virti burokėliai KVEDARŲ ŪKIS, 500 g",0.59 €,1.18 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_vA41Genv0MUYQpJsfF1L_xGdb10o0VzY1SFD6eDjbpqgxmW02_MaOB1L2nz9TM4hjYuzjL_thumb.jpg?generation=1661774369727956&alt=media
IKI,"Glaistytas sūrelis su želė gabaliukais MAGIJA, 20% rieb., 45 g",0.33 €,7.33 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_74773_W5RvAbpnRicygag1V4nopPhtD8z2_YYX5jjZv6od2mk6dWR5Z.webp?alt=media&token=3c6a25c4-c97a-45c0-b423-95d9f47f7ea5
IKI,"Lengvai gazuotas natūralus mineralinis vanduo DRUSKININKŲ HERMIS, 1 l",0.47 €,0.47 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231441_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_34Oht3VB9tfl1FaZCrUi.webp?alt=media&token=b23d155a-cdc2-41b1-809e-f2616bdb9136
IKI,ICEBERG SALOTOS,1.39 €,1.39 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_2539_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_dSgSdcM1ApMWMt9Kz6A1.webp?alt=media&token=ccd63576-31ac-41ee-bb74-04a30df7ee5a
IKI,"Šaltai rūkyta pjaustyta lašišų filė ZIGMAS, 100 g",2.79 €,27.90 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_mbPJGKKi79yXLLu2x32e.jpg?generation=1631695890670247&alt=media
IKI,"Varškės sūrelis su kakava ir šokolado gabaliukais MAGIJA, 24% rieb., 45 g",0.33 €,7.33 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_tyitKYF7Ss4ai44FbXD6_xGdb10o0VzY1SFD6eDjbpqgxmW02_y7aUjXcBaGtooWfSiipV_thumb.jpg?generation=1650621166737222&alt=media
IKI,"KĖDAINIŲ konservuoti burokėliai obuolių sultyse, 480 g",0.95 €,1.98 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_O7kMDkJ0AiybSbrb8MDa_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_bplQSCX6G3Anu6e0QaD3_thumb.webp?generation=1699528042996026&alt=media
IKI,Trumpavaisiai agurkai,1.79 €,1.79 €,https://www.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_pjLOkII7MIkJaWfWjbxq.jpg?generation=1582205888789278&alt=media
IKI,Persimonai,1.99 €,1.99 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_UV2teR7kDiF9w4PhN94R.jpg?generation=1639147504141763&alt=media
IKI,"Salotos vazonėlyje LOLLO BIONDO, 1 vnt.",1.19 €,1.19 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_264702_W5RvAbpnRicygag1V4nopPhtD8z2_soKdujWsLEDLAKKMPyv3.webp?alt=media&token=edbfbcef-0bf5-4244-9076-08e618b3bedf
IKI,"Gazuotas stalo vanduo NEPTŪNAS LEMON, 1,5 l",0.53 €,0.35 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231356_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_JoIn5vECqbLr1xoxP6Gs.webp?alt=media&token=d6971d4e-a554-481a-89a9-5570ada832a1
IKI,"Šviežia viščiukų broilerių šlaunelių mėsa VILNIAUS PAUKŠTYNAS, 500 g",4.39 €,8.78 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_283166_uF3DptJQvjXHqmno4Mal_q2xA2xSGarnjeFJcCk3a.webp?alt=media&token=7839a766-c01c-4a25-9943-57c0e55ae8ab
IKI,"Raudonosios besėklės vynuogės, 500 g",2.49 €,4.98 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_tVx0FyEdfJ6F4P1OIXXl.jpg?generation=1591031531660086&alt=media
IKI,"Ekologiška varškytė MIAU su žemuogėmis, 6% rieb., 100 g",0.65 €,6.50 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_If1i3eCmkxow7VdFZJQr_xGdb10o0VzY1SFD6eDjbpqgxmW02_UnbMMa3cu8d3I5hevcpC_thumb.jpg?generation=1679554281643482&alt=media
IKI,Juodieji pomidorai KUMATO,3.99 €,3.99 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_qbbLHqofOYIccaJNAbuj.jpg?generation=1639147505998903&alt=media
IKI,"Šaltai rūkyta kiaulienos šoninė, 140 g",2.65 €,18.93 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_y9nAROCUWXbVT2LZy7vH_xGdb10o0VzY1SFD6eDjbpqgxmW02_WAepxZVZzQBzXAskAaN2_thumb.jpg?generation=1674486747081456&alt=media
IKI,"Gazuotas natūralus mineralinis vanduo VYTAUTAS, 1 l",0.45 €,0.45 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231413_uF3DptJQvjXHqmno4Mal_i7Ddvm42G6JAqgrAxU57.webp?alt=media&token=18a22eae-7cb5-4f77-821b-d805f5633c87
IKI,"Apkeptos banguotos bulvių lazdelės AVIKO (ZIG ZAG), 750 g",1.79 €,2.39 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_1PkAtU4IUiOneKtF0Df4_xGdb10o0VzY1SFD6eDjbpqgxmW02_VmCU6HLJqClVc1p5SfgR_thumb.jpg?generation=1662713757312110&alt=media
