id,title,price,page
000000000000983029,"Virtos GIMINIŲ dešrelės, a. r., 860 g",3.99,1
000000000000179767,"Konservuoti burokėliai obuolių sultyse, 480 g",0.93,1
000000000001113389,"Šaldyta pica DR. OETKER FELICIANA SALAME E CHORIZO, 320 g",3.59,1
000000000001241121,"Virta DAKTARIŠKA EKSTRA dešra, a. r., 600 g",2.99,1
000000000001278143,"LIETUVIŠKI viščiukų broilerių sparnų peteliai WELL DONE, 500 g",1.99,1
000000000001231216,"PIENIŠKAS batonas LIETUVOS KEPĖJAS, 330 g",0.59,1
000000000000720883,"Fasavimo maišeliai, 100 vnt., 1 vnt.",1.49,1
000000000000946226,"Kepimo popierius UNIWELL, 10 m x 29 cm, 1 vnt.",1.3,1
000000000001012692,"Glaistytas varškės sūrelis MURR, maskarponės sk., 28 % rieb., 40 g",0.59,1
000000000000929356,"Varškės sūrelis MURR, sutirštinto pieno skonio, 28 % rieb., 40 g",0.59,1
000000000000990014,"Ananasai, 1 kg",2.19,1
000000000001318546,"Pailgos saldžiosios paprikos WELL DONE, 250 g",1.39,1
000000000001270615,"AGOTOS sėklų duona, 350 g",1.69,1
000000000000638609,"Silikagelio kačių kraikas KLUMPE CRYSTAL CLEAR, 3,8 l",2.99,1
000000000000157341,"Kamamberas PRESIDENT, 60 % rieb. s. m., 120 g",1.55,1
000000000001377915,"Šviežia pjaustyta kiaulienos nugarinė WELL DONE, 360 g",2.79,1
000000000001177191,"Gl. VILKYŠKIŲ sūrelis LESS SUGAR su sūria karam., 30 % rieb., 40 g",0.65,1
000000000001343212,"Tepamasis sūris WELL DONE su žolelėmis, 57,5 %, 200 g, 200 g",1.49,1
000000000001111717,"Šaldyta pica DR. OETKER FELICIANA su kumpiu ir pesto padažu, 360 g",3.59,1
000000000001052904,"Glaist. VILKYŠKIŲ varškės sūrelis su žemuogėmis, 23 % rieb., 40 g",0.59,1
000000000000019257,"Šaldytos apkeptos banguotos bulvių lazdelės AVIKO ZIG ZAG, 750 g",2.39,1
000000000000968109,"Šaldyti virtiniai JUDEX su bulvių ir rūkytos šoninės įdaru, 400 g",1.19,1
000000000000935634,"KĖDAINIŲ KONSERVŲ FABRIKO marinuoti agurkai su ąžuolų lapais, 660 g",1.55,1
000000000000064319,"Keptos pupelės pomidorų padaže HEINZ, 415 g",1.64,1
000000000000631026,"Sojų produktas maistui gaminti ALPRO, 250 ml",1.49,1
000000000001324222,"Klasikiniai krekeriai GAIDELIS, 70 g",0.99,2
000000000001180582,"Gl. VILKYŠKIŲ sūrelis LESS SUGAR, vanilės skonio, 30 % rieb., 40 g",0.65,2
000000000001160505,"Mažosios kviečių tortilijos SANTA MARIA TEX MEX, 8 vnt., 200 g",2.29,2
000000000001391358,"	VILKYŠKIŲ glaistytas sūrelis MURR, braškinės panakotos sk., 29 %, 40 g",0.59,2
000000000001330920,"Varškės sūrelis LESS SUGAR, karameliz. bananų sk., 30% rieb., 40 g",0.65,2
000000000000735987,"Ekologiški higieniniai paketai GENTLE DAY USE ECO (dieniniai), 10 vnt.",3.79,2
000000000001318615,"Greitai paruošiami makaronai REEVA, vištienos skonio, 60 g",0.29,2
000000000001316227,"Virta kiaulienos dešra WELL DONE, a. r., 200 g",1.09,2
000000000000014268,"Higieniniai paketai LIBRESSE GOODNIGHT MAXI, 10 vnt., 10 vnt.",1.99,2
000000000001290487,"Gazuotas gėrimas PEPSI MAX, 1,5 l",1.99,2
000000000001391223,"Glaistytas VILKYŠKIŲ varškės sūrelis LESS SUGAR, braškių sk., 30 %, 40 g",0.65,2
000000000001049030,"Šunų skanėstas AKINU su antiena, 75 g",1.08,2
000000000001111719,"Šaldyta pica DR. OETKER FELICIANA su 4 rūšių sūriais, 325 g",3.59,2
000000000000653477,"Juoda raikyta AGOTOS duona su saulėgrąžomis, 375 g",1.35,2
000000000000814301,"Konservuotos raudonosios pupelės HEINZ, 400 g",1.41,2
000000000001290488,"Gazuotas gėrimas PEPSI, 1,5 l",1.99,2
000000000001222564,"Karštai rūkytos lazdelės STIX KABANOSSI ORIGINAL, a. r., 100 g",1.64,2
000000000001123471,"Migdolinis gėrimas be cukrų ALPRO, 1 l",2.59,2
000000000001031057,"Šaldyti UŽKALNIO koldūnai JUDEX, 600 g",1.43,2
000000000000891695,"Tortilijos su viso grūdo miltais SANTA MARIA, 320 g",2.99,2
000000000000760826,"Indų kempinėlės SPONTEX (10 vnt.), 10 vnt.",1.19,2
000000000001396901,"Gl. varškės sūrelis MURR, braškinės mačios sk., 30 % rieb., 40 g",0.65,2
000000000001300865,"Kačių ėdalas su paukštiena SHEBA, 1,02 kg",3.49,2
000000000001324223,"Krekeriai GAIDELIS, grietinės ir svogūnų skonio, 72 g",0.99,2
000000000001360467,"Popieriniai rankšluosčiai KLEENEX JUMBO, 2 sluoksnių, 1 vnt.",3.99,2
000000000001322187,"Vytintas ispaniškas kumpis SERRANO WELL DONE, pj., nerūš., 100 g",1.99,2
000000000001396910,"Glaistytas varškės sūrelis MURR, mačios skonio, 30 % rieb., 40 g",0.65,2
000000000000715609,"Glaistytas VILKYŠKIŲ vanilės sk. varškės sūrelis, 24 % rieb., 40 g",0.59,2
000000000001179516,"SĖKLŲ sumuštinių duona GARDĖSIS, 450 g",1.89,2
000000000000903798,"Pomidorų padažas TRADICINIS KKF, 480 g",0.95,2
000000000001355849,"Silikagelio kraikas katėms, LOVETT, 3,8L",2.79,2
000000000001220329,"Avižų gėrimas ALPRO BARISTA, 1 l",2.95,2
000000000001391514,"KĖDAINIŲ KONSERVŲ FABRIKO mar. agurkai KĖDAINIŲ LEGENDINIAI, 720 ml",1.37,2
000000000001316228,"Virtas pjaustytas forminis kumpis WELL DONE, a. r., 200 g",1.49,2
000000000000960943,"Šokoladinis batonėlis MANIJA su lazdynų riešutais, 49 g",0.89,2
000000000000916323,"Šaldyti Sibirietiški koldūnai JUDEX su mėsos įdaru, 2 kg",3.57,2
000000000000662510,"Paštetas katėms Gourmet Gold, 340 g",1.99,2
000000000001309930,"Šviežios kiaulienos storosios dešrelės WELL DONE, 400 g",1.99,2
000000000000665062,"Kapų žvakė ""SU-98""",0.5,2
000000000001282655,"Konservuotas kačių ėdalas FELIX su mėsa, 340 g",1.43,2
000000000001267737,"Lazanija BOLOGNESE COME A CASA, 1 kg",3.79,2
000000000000691870,"Juoda raikyta AJERŲ duona, 650 g",1.59,2
000000000000820677,"KĖDAINIŲ KONSERVŲ FABRIKO aviečių uogienė, 430 g",2.69,2
000000000001253740,"Kokosų gėrimas ALPRO BARISTA, 1 l",2.95,2
000000000000669176,"Konserv. visavertis kačių ėdalas GOURMET GOLD su vištiena, 85 g",0.99,2
000000000000778201,"MOČIUTĖS vanilinis cukrus, 20 g",0.17,2
000000000001017094,"Kapų žvakės įdėklai 2PT-135, 2 vnt",0.85,2
000000000001033776,"Sausas kačių ėdalas PURINA ONE STERILCAT su jautiena, 1,5 kg",6.99,2
000000000000131413,"Indų kempinės VILEDA TIP TOP, 3 vnt.",0.79,2
000000000001373341,"Šaldyti KIJEVO kotletai DONE COOKIN, 290 g",4.31,2
000000000001391340,"	VILKYŠKIŲ glaistytas sūrelis MURR, karamelės ir spragėsių sk., 29 %, 40 g",0.59,2
000000000000062386,"Indų kempinės VILEDA RAINBOW, 10 vnt.",1.29,2
000000000001037093,"Takų prieskonių mišinys SANTA MARIA TEX MEX, 28 g",1.29,3
000000000001229987,"Jog. gėrimas ACTIMEL ACTIKIDS, braškių sk., 4x100g, 1,4%rieb, 400 g",1.99,3
000000000000778203,"MOČIUTĖS kepimo milteliai, 30 g",0.15,3
000000000001220034,"Šaldyta pica DR. OETKER FELICIANA SPECIALE, 335 g",3.59,3
000000000001220328,"Migdolų gėrimas ALPRO BARISTA, 1 l",2.95,3
000000000001318571,"Konserv. vyresnių kačių ėdalas WHISKAS su paukštiena, 4x85 g, 340 g",1.17,3
000000000001378219,"Tofu kačių kraik ARDOUR Green tea 2,5kg",3.99,3
000000000000941856,"Šaldyti MAMOS tarkuotų bulvių cepelinai JUDEX, 800 g",2.51,3
000000000000165442,"KLAIPĖDOS plikyta raikyta duona su saulėgrąžomis, 400 g",1.15,3
000000000000796302,"Plikyta raikyta KLAIPĖDOS duona, 380 g",1.09,3
000000000000166793,"Liesa ŽEMAITIJOS varškė, 0,5 % rieb., 1 kg",4.99,3
000000000000828391,"KĖDAINIŲ KONSERVŲ FABRIKO braškių uogienė, 430 g",2.15,3
000000000001353196,"Virtos PIENIŠKOS dešrelės WELL DONE, a. r., 260 g",1.65,3
000000000000775548,"Pelėsinis sūris MEMEL BLUE, 50 % rieb. s. m., 100 g",1.79,3
000000000001282657,"Konserv. kačių ėdalas FELIX su žuvimi drebučiuose, 4 x 85 g, 340 g",1.43,3
000000000001267071,"DZŪKIJOS sausainiai GUBOJA, 290 g",1.31,3
000000000000735986,"Higien. paketai GENTLE DAY OVERNIGHT HEAVY FLOW (naktiniai), 8 vnt.",3.79,3
000000000001267383,"DZŪKIJOS ABRIKOSINIAI sausainiai, 250 g",1.19,3
000000000001314968,"Šaltai rūkytas ŠVARCVALDO kumpis WELL DONE, nerūš., 80 g",1.25,3
000000000000839818,"Aliuminio folija UNIWELL, 10 m x 29 cm, 1 vnt.",1.49,3
000000000001366247,"Glaistyta spurga su spalvotais pabarstukais (atitirpinta), 55 g",0.79,3
000000000000776300,"Glaist. VILKYŠKIŲ varškės sūrelis su aguonomis, 25 % rieb., 40 g",0.59,3
000000000000850158,"Ferm. jogurto gėrimas ACTIMEL, braškių sk., 1,5%rieb.,4x100g, 400 g",1.99,3
000000000000179528,"KĖDAINIŲ KONSERVŲ FABRIKO marinuoti agurkėliai, 480 g",1.43,3
000000000001292843,"Armėniški lavašai BALTASIS PYRAGAS, 190 g",0.99,3
000000000000531209,"Majonezas BE KONSERVANTŲ, 62 % rieb., 630 g",2.15,3
000000000001272551,"Silkių filė be aliejaus ZIGMAS, 190 g",1.89,3
000000000001378239,"Tofu kačių kraikas ARDOUR natural 2,5kg",3.99,3
000000000000946230,"Aliuminio folija UNIWELL, 10 m x 41 cm, 1 vnt.",2.99,3
000000000001386837,"Birutė gazuotas natūralus mineralinis vanduo 6x1,5l. Pakuotė",2.34,3
000000000001317308,"Itališkas MILANO saliamis WELL DONE, pjaustytas, a. r., 100 g",1.79,3
000000000000850161,"Ferm. jogurto gėrimas ACTIMEL, uogų sk., 1,5 % rieb., 4x100g, 400 g",1.99,3
000000000001323180,"Vytintos dešros SALCHICHON ir CHORIZO WELL DONE, nerūš., 80 g",1.35,3
000000000001366189,"Brandinti jautienos maltiniai GRYNUOLIAI, 220 g",2.99,3
000000000001259236,"Virtos kepamosios klasikinės dešrelės, 270 g",2.09,3
000000000001345178,"Vytinta TERIYAKI jautiena, a. r., 40 g",2.79,3
000000000000735989,"Higieniniai įklotai GENTLE DAY, 30 vnt.",3.99,3
000000000001056606,"Int. hig. prausiklis MARGARITA su alavijais, 400 ml",3.49,3
000000000000264749,"Ekologiškas indų ploviklis FROSCH GREEN LEMON, 1 l",1.85,3
000000000001106546,"Kačių ėdalas SHEBA su žuvimi padaže, 340 g",1.64,3
000000000001346714,"Indaplovių tabletės FROSCH su soda, 30 vnt.",6.99,3
000000000000422735,"Konservuotas visavertis kačių ėdalas GOURMET GOLD su tunais, 85 g",0.99,3
000000000000551311,"Persiladas SANTA MARIA, 35 g",0.99,3
000000000001216390,"Konservuotas kačių ėdalas SHEBA su paukštiena, 340 g",1.64,3
000000000000923770,"Šunų ėdalo papild. NATURE LIVING (galv. odos pagal.su višt.), 75 g",1.77,3
000000000001184361,"Kon. kačių ėdalas ONE STERILCAT su lašiša, 4x85g, 340 g",2.29,3
000000000000469225,"Majonezas BE KONSERVANTŲ, 62 % rieb., 430 g",1.65,3
000000000001310673,"Migdolų gėrimas be cukraus ZERO, 1 l",1.69,3
000000000001096589,"Kietojo sūrio užtepėlė KKF su česnakais, 55 % rieb., 280 g",1.29,3
000000000000498097,"KĖDAINIŲ KONSERVŲ FABRIKO pomidorų padažas BE KONSERVANTŲ, 500 ml",1.35,3
000000000001037096,"Kukurūzų traškučiai SANTA MARIA TEX MEX NACHO, 475 g",5.09,3
000000000001141154,"Kokosų gėrimas su migdolais ALPRO, 1 l",2.59,3
000000000000157314,"Bri sūris PRESIDENT su baltuoju pelėsiu, 60 % rieb. s. m., 125 g",1.75,4
000000000001014482,"Raudonojo kario prieskonių mišinys SANTA MARIA, 32 g",1.65,4
000000000000031591,"Maltos saldžiosios paprikos SANTA MARIA, 22 g",0.99,4
000000000000850159,"Vaisinis ferm. jogurto gėrimas ACTIMEL, 1,5% rieb., 4 x 100g, 400 g",1.99,4
000000000000837873,"Majonezas PREMIUM, 62 % rieb., 430 g",1.59,4
000000000000393015,"Higieniniai įklotai LIBRESSE NORMAL, 40 vnt.",2.39,4
000000000001028913,"Konservuoti RINKTINIAI žirneliai, 690 g",1.37,4
000000000001068184,"Indiškų prieskonių TIKKA MASALA mišinys SANTA MARIA, 35 g",1.39,4
000000000000796271,"Plikyta raikyta KLAIPĖDOS duona, 800 g",1.39,4
000000000001318572,"Konservuotas kačių ėdalas WHISKAS su paukštiena, 340 g",1.17,4
000000000001290485,"Gazuotas gėrimas MIRINDA, 1,5 l",1.99,4
000000000001319680,"Atšaldyti vištienos kepsneliai HEAT & EAT, a. r., 350 g",1.79,4
000000000000948932,"Avižų gėrimas ALPRO, 1 l",2.59,4
000000000001318573,"Konservuotas kačių ėdalas WHISKAS su žuvimi, 4 x 85 g, 340 g",1.17,4
000000000000656204,"Visavertis kačių ėdalas PURINA ONE STERILCAT su jautiena, 800 g",3.29,4
000000000001149526,"Konservuotos KĖDAINIŲ KONSERVŲ FABRIKO rūgštynės, 280 g",0.93,4
000000000001377371,"Lydytas sviestas GHEE AMRITA, 99,8 %, 500 g",6.99,4
000000000001343339,"KĖDAINIŲ KONSERVŲ FABRIKO marinuoti saldžiarūgščiai agurkai, 720 ml",1.49,4
000000000001177044,"Šaldyti maži čeburekai JUDEX su mėsos įdaru, 500 g",1.31,4
000000000000899455,"Konservuotas visavertis kačių ėdalas SHEBA CUISINE, 4 x 85 g, 340 g",1.64,4
000000000001267385,"DZŪKIJOS sausainiai VYŠNAITĖ, 275 g",1.19,4
000000000000179885,"Trinti KĖDAINIŲ KONSERVŲ FABRIKO obuoliai su cukrumi, 480 g",1.05,4
000000000000700307,"Imbieriniai sausainiai ANNA'S, 150 g",1.49,4
000000000001322292,"Ekol. džiov. slyvų tyrelė MARMALUZI su linų sėmen. (6+ mėn.), 90 g",0.99,4
000000000001317320,"Vytintas kiaulienos kumpis PROSCIUTTO CRUDO WELL DONE, a. r., 80 g",1.79,4
000000000001319430,"Šviesi plikyta KLAIPĖDOS duona be pridėtinio cukraus, 400 g",1.09,4
000000000001348905,"Konservuotas kačių ėdalas SHEBA FINESSE su vištiena, 85 g",0.44,4
000000000000819206,"Konservuoti KĖDAINIŲ svogūnėliai, 330 g",1.07,4
000000000000180200,"KĖDAINIŲ KONSERVŲ FABRIKO pomidorų padažas NATURAL, 500 g",1.37,4
000000000001290484,"Gazuotas gėrimas 7UP, 1,5 l",1.99,4
000000000001272097,"Ferment. sojų produktas su mangais ALPRO, nepridėta cukrų, 400 g",2.19,4
000000000000083989,"Ekologiškas WC valiklis FROSCH WC GEL LAVENDER, 750 ml",1.79,4
000000000000180404,"ORIGINALUSIS kečupas HEINZ, 570 g",2.69,4
000000000000604095,"Konserv. visavertis kačių ėdalas GOURMET PERLE su vištiena, 85 g",0.47,4
000000000000581189,"YPATINGAS pomidorų padažas KĖDAINIŲ KONSERVAI, 720 g",1.73,4
000000000000604097,"Kons. visavertis kačių ėdalas GOURMET PERLE su upėtak.,špin., 85 g",0.47,4
000000000001324232,"Krekeriai GAIDELIS, sūrio skonio, 72 g",0.99,4
000000000001311382,"Glaistytas varškės sūrelis VILKYŠKIŲ MURR šokoladinės vyšnios sk., 28,5 % rieb., 40 g",0.59,4
000000000001207255,"Šunų ėdalas PRIMADOG su aviena, 260 g",1.17,4
000000000000062101,"Švelnusis pomidorų padažas SANTA MARIA TEX MEX TACO, 230 g",3.29,4
000000000000669177,"Konservuotas kačių ėdalas GOURMET GOLD su kalakutiena, 85 g",0.99,4
000000000001227828,"Higieniniai paketai LADY ANION su anijonų juostele, 20 vnt.",5.09,4
000000000000604096,"Kons. visavertis kačių ėdalas GOURMET PERLE su žvėr.,daržov., 85 g",0.47,4
000000000001338453,"Šaltai rūkyta SODŽIAUS kiaulienos šoninė, a. r., 1 kg",10.49,4
000000000001373332,"Šaldyti kepti žemaičių blynai DONE COOKIN, 2 vnt., 260 g",2.55,4
000000000001057447,"Konservuotas kačių ėdalas SHEBA su vištiena, 85 g",0.44,4
000000000001267738,"Lazanija BOLOGNESE COME A CASA, 400 g",2.19,4
000000000000011592,"Higieniniai paketai ALWAYS Ultra Normal Plus, S1, 20 vnt.",4.59,4
000000000000928700,"Higieniniai paketai ALWAYS Ultra Extra Night, S4, 12 vnt.",4.59,4
000000000000669178,"Kons. visavertis kačių ėdalas GOURMET GOLD su triušiena, kepenimis 85g",0.99,4
000000000000806330,"Skalbinių minkštiklis FROSCH, medvilnės žiedų kvapo, 1 l",2.09,4
000000000001190381,"Klasikiniai grietininiai ledai POLS, 75 g",1.49,4
000000000000175878,"Šaldyti virtiniai JUDEX TINGINIAI, 500 g",1.41,5
000000000001364898,"Krekeriai GAIDELIS MINI grietinės ir svogūnų skonio, 72 g",0.99,5
000000000001079505,"Šluostės-kempinės SPONTEX, 5 vnt., 5 vnt.",1.73,5
000000000001318583,"Konservuotas kačių ėdalas WHISKAS TASTY MIX CREAMY, 4 x 85 g, 340 g",1.17,5
000000000000369208,"Higieniniai tamponai O.B. PRO COMFORT NORMAL, 32 vnt.",6.89,5
000000000001141016,"WC valiklis FROSCH su aviečių actu, 750 ml",1.65,5
000000000001222566,"Karštai rūkytos lazdelės STIX KABANOSSI CHICKEN, a. r., 100 g",1.64,5
000000000000709276,"KĖDAINIŲ KONSERVŲ FABRIKO pomidorų pasta, 250 g",1.07,5
000000000000073461,"Sojų gėrimas su kalciu ALPRO, 1 l",2.15,5
000000000001216586,"Konservuotas visavertis kačių ėdalas FRISKIES, 12 x 85 g, 1,02 kg",3.24,5
000000000001318590,"Greitai paruošiami makaronai REEVA, sūrio ir šoninės skonio, 60 g",0.29,5
000000000001353191,"Virtos dešrelės WELL DONE, a. r., 520 g",2.99,5
000000000001325716,"Ikrų užtepėlė su lašiša WELL DONE, 160 g",1.99,5
000000000000417487,"Kečupas HEINZ, 700 g",3.66,5
000000000001267391,"DZŪKIJOS sausainiai APELSINO SKILTELĖS, 250 g",1.13,5
000000000000733668,"Kakaviniai sausainiai BELVITA COCOA su šokolado gabalėliais, 300 g",2.65,5
000000000000828390,"KĖDAINIŲ KONSERVŲ FABRIKO vyšnių uogienė, 430 g",2.21,5
000000000001045855,"Ekologiškas kokosų gėrimas BIONATURALIS, 400 ml",1.69,5
000000000000148394,"Ekologiškas spiritinis langų valiklis FROSCH BIO SPIRIT, 500 ml",1.99,5
000000000001071679,"Higieniniai įklotai ALWAYS, Extra Long, Odour Lock, 44 vnt.",5.69,5
000000000001047832,"Virtų bulvių cepelinai JUDEX su mėsos įdaru, 400 g",0.83,5
000000000000014174,"Vištienos prieskoniai SANTA MARIA, 30 g",0.99,5
000000000000073466,"Vanilinis sojų gėrimas su kalciu ALPRO, 1 l",2.45,5
000000000000117521,"Šokoladinis batonėlis KINDER PINGUI, 28,3 % rieb., 30 g",0.89,5
000000000000654675,"Intymios higienos servetėlės MARGARITA su vaistažolėmis, 20 vnt.",2.79,5
000000000001207256,"Šunų ėdalas PRIMADOG su jautiena, 260 g",1.17,5
000000000001234397,"Teleskopinis įdėklas 14-22 cm ""LURDO""",1.15,5
000000000001331970,"Fermentuotas sojų produktas ALPRO, 400 g",2.19,5
000000000000771573,NIVEA BLACK&WHITE CLEAR rutulinis antiperspirantas moterims ,4.79,5
000000000000671089,"Pelėsinis lydytas sūris MEMEL BLUE, 40 % rieb. s. m., 140 g",1.89,5
000000000001031056,"Šaldyti UŽKALNIO koldūnai JUDEX su mėsa, itališ. rozmarinais, 600 g",1.43,5
000000000001338555,"Maltos višt. šlaun. mėsos,filė iešmeliai FIESTA kartvel. mar, 480 g",3.25,5
000000000001310750,"Fermentuotas sojų produktas ALPRO, uogų ir datulių skonio, 400 g",2.19,5
000000000000778204,"Sausos MOČIUTĖS mielės, 11 g",0.15,5
000000000001209166,"Vytintos dešrelės STIX SALAMINI ORIGINAL, a. r., 80 g",1.64,5
000000000001242057,"Skalbimo mašinų valiklis DR.BECKMANN (kapsulės), 3 vnt.",3.05,5
000000000001370303,"Skalbinių minkštiklis FROSCH SENSITIVE, 40 skalbimų, 1,5 l, 1 l",2.09,5
000000000001057448,"Konservuotas kačių ėdalas SHEBA su lašišomis, 85 g",0.44,5
000000000001322630,"Konservuotas kačių ėdalas GOURMET GOLD su žuvimi, 85 g",0.99,5
000000000001325292,"Maišeliai šunų ekskrementams LOVETT, 90 vnt.",1.49,5
000000000001098179,"Kalkių valiklis FROSCH, 500 ml",2.65,5
000000000001142780,"Šviesi SĖKLŲ duona GARDĖSIS, 400 g",1.55,5
000000000001254578,"Augalinės kilmės kačių kraikas LOVETT, 3 kg",2.49,5
000000000000811511,"Sausainiai BELVITA FOREST FRUITS su miško uogomis, 300 g",2.65,5
000000000001395190,"Kiaulienos ir jautienos mėsos kukuliai GRYNUOLIAI, 300 g",2.49,5
000000000001289927,"Higieniniai paketai ALWAYS Ultra Secure Night, S4, 24 vnt.",7.99,5
000000000000160750,"Didieji šprotai BRIVAIS VILNIS aliejuje, 240 g",1.89,5
000000000000839819,"Kepimo popierius UNIWELL, 6 m x 29 cm, 1 vnt.",0.79,5
000000000000477083,"Servetėlės ELEMENTS SENSE, 24 x 24 cm, 75 vnt., 75 vnt.",0.89,5
000000000001259536,"Konservuotas kačių ėdalas LOVETT steriliz. katėms, 4 x 100 g, 400 g",0.99,5
000000000001160503,"Takų su vištiena prieskonių mišinys SANTA MARIA CHICKEN TACO, 28 g",1.59,5
000000000001308462,"Antienos kąsneliai PRIMADOG, 50 g",1.29,5
000000000001320432,"Skanėstas katėms SHEBA su vištiena, 48 g",1.09,6
000000000000946227,"Kepimo popierius UNIWELL, 6 m x 38 cm, 1 vnt.",1.29,6
000000000000019262,"Šaldytos apkeptos banguotos bulvių lazdelės AVIKO ZIG ZAG, 450 g",1.75,6
000000000001322286,"Ekol. obuolių, kriaušių, persikų tyrelė MARMALUZI (6+ mėn.), 90 g",0.99,6
000000000001267790,"Sausas kačių ėdalas FRISKIES su jautiena, vištiena ir darž., 1 kg",2.98,6
000000000000121733,"Higieniniai paketai ALWAYS Ultra Normal Plus, S1, 40 vnt.",7.99,6
000000000001296927,"Kepti vištienos filė kepsneliai KIDS, atvėsinti, 250 g",2.29,6
000000000001300715,"Kačių skanėstas DREAMIES su katžole, 60 g",1.95,6
000000000000351247,"TRADICINIS KĖDAINIŲ majonezas, 40 % rieb., 430 g",1.29,6
000000000001140563,"Atš. arg. jūrinės lydekos (lot. M. hubbsi), skrostos, be g., 1 kg",4.99,6
000000000001364915,"Krekeriai GAIDELIS MINI klasikiniai, 70 g",0.99,6
000000000001390296,"Tepamasis sūris WELL DONE, dž. pomid. sk., 57,5 % rieb. s. m., 200 g",1.49,6
000000000000016773,"Skutimosi želė NIVEA MEN SENSITIVE jautriai odai, 200 ml",6.69,6
000000000000544000,"Grybų sultinys GALLINA BLANCA, 80 g",0.47,6
000000000001338452,"Karštai rūkyta BURGUNDIŠKA kiaulienos filė, I r., 1 kg",10.49,6
000000000000094749,"Ekologiškas universalusis valiklis FROSCH SODA su soda, 500 ml",2.55,6
000000000001037087,"Kukurūzų traškučiai SANTA MARIA TEX MEX NACHO, 185 g",2.59,6
000000000001201824,"Sausas kačių ėdalas ONE STERIL su lašišomis, 1,5 kg, 1.5 kg",6.99,6
000000000000662507,"Konserv. visavertis kačių ėdalas GOURMET GOLD su jautiena, 85 g.",0.99,6
000000000001282658,"Konservuotas kačių ėdalas FELIX su mėsa padaže, 4 x 85 g, 340 g",1.43,6
000000000000783204,"KLASIKINIAI Meduoliai JDC, 200 g",0.79,6
000000000001259538,"Konservuotas kačių ėdalas LOVETT su įvairių rušių mėsa, 400 g",0.99,6
000000000001308447,"Konservuotas kačių ėdalas su jautiena ir vištiena ONE, 340 g",2.29,6
000000000001226730,"Konservuoti KKF burokėliai šaltibarščiams, 500 ml",0.95,6
000000000000575860,"KĖDAINIŲ KONSERVŲ FABRIKO pomidorų padažas PREMIUM, 500 g",1.37,6
000000000001207254,"Šunų ėdalas PRIMAGOD su lašišomis, 260 g, 260 g",1.17,6
000000000001314976,"Šaltai rūkyta ŠVARCVALDO šoninė WELL DONE, I r., 80 g",1.39,6
000000000001386412,"Ekologiškos kapotos avižos BIONATURALIS, 800 g",1.67,6
000000000000960945,"Šokoladinis batonėlis MANIJA su žemės riešutais, 49 g",0.89,6
000000000001230867,"Šaldyti koldūnai MINI PINIGĖLIAI su mėsos įdaru, 500 g",2.65,6
000000000001390289,"Tepamasis sūris WELL DONE, česnakų sk., 57,5 % rieb. s. m., 200 g",1.49,6
000000000000946225,"Maisto plėvelė UNIWELL, 50 m x 29 cm",1.99,6
000000000000604094,"Konserv. visavertis kačių ėdalas GOURMET PERLE su jautiena, 85 g",0.47,6
000000000000943561,"Kačių skanėstas DREAMIES su vištiena, 60 g",1.95,6
